line_id,blueprint_id,line_number,content
BP17:01439,BP17,1439,"  │◀─pairing_code_msg─────────────────│                   │             │"
BP17:01440,BP17,1440,"  │             │                      │──WaitForApproval (signal, 15min)│"
BP17:01441,BP17,1441,"  │             │                      │                   │──approve──▶│ (signal)"
BP17:01442,BP17,1442,"  │             │                      │◀─signal:approved──│             │"
BP17:01443,BP17,1443,"  │             │                      │──AddToAllowlist────────────────▶│"
BP17:01444,BP17,1444,"  │             │                      │──WritePairingAudit──────────────▶│"
BP17:01445,BP17,1445,"  │──next_msg──▶│──check_allowlist────────────────────────────────────▶│"
BP17:01446,BP17,1446,"  │             │◀─found+active───────────────────────────────────────│"
BP17:01447,BP17,1447,"  │             │──process_message────▶│                   │             │"
BP17:01448,BP17,1448,Feature 7 — Idempotency Gate Sequence
BP17:01449,BP17,1449,WhatsApp      Gateway          IdempotencyCache(Redis)       Brain
BP17:01450,BP17,1450,"  │──msg──────▶│                      │                          │"
BP17:01451,BP17,1451,"  │             │──derive_key(msg_id)─▶│                          │"
BP17:01452,BP17,1452,"  │             │◀─ABSENT─────────────│                          │"
BP17:01453,BP17,1453,"  │             │──write(key,PROCESS)─▶│                          │"
BP17:01454,BP17,1454,"  │             │──forward_to_brain────────────────────────────▶│"
BP17:01455,BP17,1455,"  │             │◀─response────────────────────────────────────│"
BP17:01456,BP17,1456,"  │             │──write(key,COMPLETE,response)──▶│              │"
BP17:01457,BP17,1457,"  │◀─response──│                      │                          │"
BP17:01458,BP17,1458,"  [WhatsApp retry — same message_id]"
BP17:01459,BP17,1459,"  │──retry─────▶│                      │                          │"
BP17:01460,BP17,1460,"  │             │──derive_key(msg_id)─▶│                          │"
BP17:01461,BP17,1461,"  │             │◀─COMPLETE+response──│                          │"
BP17:01462,BP17,1462,"  │◀─response──│   (no Brain call)     │                          │"
BP17:01463,BP17,1463,"  (Brain never invoked — full dedup)"
BP17:01464,BP17,1464,Feature 5 — Sandbox Tool Call Sequence
BP17:01465,BP17,1465,Brain(Agent)   OPA Sidecar    Hands(SandboxMgr)   SandboxContainer    ToolBinary
BP17:01466,BP17,1466,"  │──tool_call─▶│                   │                    │                 │"
BP17:01467,BP17,1467,"  │             │──eval_policy──────│                    │                 │"
BP17:01468,BP17,1468,"  │             │  (session_type,   │                    │                 │"
BP17:01469,BP17,1469,"  │             │   tool_name,      │                    │                 │"
BP17:01470,BP17,1470,"  │             │   sandbox_config) │                    │                 │"
BP17:01471,BP17,1471,"  │             │◀─allow────────────│                    │                 │"
BP17:01472,BP17,1472,"  │◀─allowed───│                   │                    │                 │"
BP17:01473,BP17,1473,"  │──execute───────────────────────▶│                    │                 │"
BP17:01474,BP17,1474,"  │                                 │──get_or_create_ctr─▶│                │"
BP17:01475,BP17,1475,"  │                                 │                    │──exec(tool)─────▶│"
BP17:01476,BP17,1476,"  │                                 │                    │◀─output──────────│"
BP17:01477,BP17,1477,"  │                                 │◀─tool_output───────│                 │"
BP17:01478,BP17,1478,"  │◀─tool_result────────────────────│                    │                 │"
BP17:01479,BP17,1479,"  │──hook:after_tool_call (result)  │                    │                 │"
BP17:01480,BP17,1480,Feature 9 — Model Profile Rotation Sequence
BP17:01481,BP17,1481,Brain(Router)  ProfileSelector    Vault           Provider API    UsageStats
BP17:01482,BP17,1482,"  │──select()─▶│                   │                   │               │"
BP17:01483,BP17,1483,"  │             │──get_profiles()──────────────────────────────────────│"
BP17:01484,BP17,1484,"  │             │◀─[P1:ACTIVE,P2:RATE_LIMITED,P3:ACTIVE]───────────────│"
BP17:01485,BP17,1485,"  │             │──filter(ACTIVE, RPM < max)                            │"
BP17:01486,BP17,1486,"  │             │──sort(weight * (1-utilization))                       │"
BP17:01487,BP17,1487,"  │             │──select P1 (highest score)                            │"
BP17:01488,BP17,1488,"  │◀─P1────────│                   │                   │               │"
BP17:01489,BP17,1489,"  │──read_secret(P1.vault_path)────▶│                   │               │"
BP17:01490,BP17,1490,"  │◀─api_key───────────────────────│                   │               │"
BP17:01491,BP17,1491,"  │──POST /messages────────────────────────────────────▶│               │"
BP17:01492,BP17,1492,"  │◀─429 RateLimited────────────────────────────────────│               │"
BP17:01493,BP17,1493,"  │──onProfileError(P1, RATE_LIMITED)▶│                 │               │"
BP17:01494,BP17,1494,"  │             │──set P1.status=RATE_LIMITED, resets_at=retry_after    │"
BP17:01495,BP17,1495,"  │             │──increment P3 (next eligible)                         │"
BP17:01496,BP17,1496,"  │──select()─▶│  → returns P3                          │               │"
BP17:01497,BP17,1497,"  │──record_usage(P3)────────────────────────────────────────────────▶│"
BP17:01498,BP17,1498,W1 — HookDispatchWorkflow
BP17:01499,BP17,1499,W2 — DMPairingWorkflow
BP17:01500,BP17,1500,W3 — A2ACoordinationWorkflow
BP17:01501,BP17,1501,W4 — QueueLaneWorkflow
BP17:01502,BP17,1502,W5 — CompactionWorkflow
BP17:01503,BP17,1503,W6 — ModelProfileRotationWorkflow (cron)
BP17:01504,BP17,1504,W7 — DoctorRunWorkflow
BP17:01505,BP17,1505,Package: @brevio/sdk — TypeScript 5.x. Distributed as ESM + CJS. Auto-generated from OpenAPI 3.1 spec via openapi-typescript. The following canonical types cover all 12 features.
BP17:01506,BP17,1506,Core Types
BP17:01507,BP17,1507,// packages/sdk/src/types/index.ts
BP17:01508,BP17,1508,export type UUID = string;
BP17:01509,BP17,1509,export type ISO8601 = string;
BP17:01510,BP17,1510,"export type Platform = ""whatsapp"" | ""imessage"";"
BP17:01511,BP17,1511,"export type SessionType = ""direct"" | ""group"" | ""channel"" | ""spawned"";"
BP17:01512,BP17,1512,"export type SessionStatus = ""ACTIVE"" | ""IDLE"" | ""CLOSED"" | ""ERROR"";"
BP17:01513,BP17,1513,export type HookPoint =
BP17:01514,BP17,1514,"  | ""before_model_resolve"" | ""before_prompt_build"" | ""before_tool_call"""
BP17:01515,BP17,1515,"  | ""after_tool_call"" | ""tool_result_persist"" | ""message_received"""
BP17:01516,BP17,1516,"  | ""message_sending"" | ""message_sent"" | ""session_start"" | ""session_end"""
BP17:01517,BP17,1517,"  | ""gateway_start"" | ""gateway_stop"" | ""agent_bootstrap"";"
BP17:01518,BP17,1518,"export type HookResult = ""CONTINUE"" | ""HALT"" | ""ERROR"" | ""TIMEOUT"";"
BP17:01519,BP17,1519,"export type PairingStatus = ""PENDING"" | ""APPROVED"" | ""REJECTED"" | ""EXPIRED"";"
BP17:01520,BP17,1520,"export type DmPolicyMode = ""pairing"" | ""open"";"
BP17:01521,BP17,1521,"export type QueueMode = ""collect"" | ""steer"" | ""followup"";"
BP17:01522,BP17,1522,"export type LaneStatus = ""IDLE"" | ""RUNNING"" | ""DRAINING"";"
BP17:01523,BP17,1523,"export type IdempotencyStatus = ""PROCESSING"" | ""COMPLETE"" | ""FAILED"";"
BP17:01524,BP17,1524,"export type CompactionTrigger = ""SOFT_LIMIT""|""HARD_LIMIT""|""TOOL_OVERFLOW""|""CONTEXT_ERROR""|""TURN_THRESHOLD"";"
BP17:01525,BP17,1525,"export type ProfileStatus = ""ACTIVE""|""RATE_LIMITED""|""AUTH_FAILED""|""QUOTA_EXHAUSTED""|""DISABLED"";"
BP17:01526,BP17,1526,"export type AuthType = ""api_key"" | ""oauth"";"
BP17:01527,BP17,1527,"export type Provider = ""anthropic"" | ""openai"" | ""gemini"" | ""groq"";"
BP17:01528,BP17,1528,"export type GateResult = ""PASS"" | ""FAIL"";"
BP17:01529,BP17,1529,"export type HCSeverity = ""CRITICAL"" | ""WARNING"" | ""INFO"";"
BP17:01530,BP17,1530,"export type HCResult = ""PASS"" | ""FAIL"" | ""SKIP"" | ""ERROR"";"
BP17:01531,BP17,1531,"export type A2AMessageType = ""SEND""|""REPLY""|""REPLY_SKIP""|""ANNOUNCE""|""ANNOUNCE_SKIP"";"
BP17:01532,BP17,1532,export interface Plugin {
BP17:01533,BP17,1533,"  id: UUID; name: string; version: string;"
BP17:01534,BP17,1534,"  description?: string; entry_module: string;"
BP17:01535,BP17,1535,"  is_enabled: boolean; config_schema: Record<string,unknown>;"
BP17:01536,BP17,1536,"  created_at: ISO8601; updated_at: ISO8601;"
BP17:01537,BP17,1537,}
BP17:01538,BP17,1538,export interface HookRegistration {
BP17:01539,BP17,1539,"  id: UUID; plugin_id: UUID; hook_point: HookPoint;"
BP17:01540,BP17,1540,"  priority: number; is_async: boolean; timeout_ms: number;"
BP17:01541,BP17,1541,"  can_halt: boolean; config: Record<string,unknown>;"
BP17:01542,BP17,1542,"  is_enabled: boolean; created_at: ISO8601; updated_at: ISO8601;"
BP17:01543,BP17,1543,}
BP17:01544,BP17,1544,export interface DmAllowlistEntry {
BP17:01545,BP17,1545,"  id: UUID; tenant_id: UUID; sender_id: string; platform: Platform;"
BP17:01546,BP17,1546,"  approved_at: ISO8601; approved_by: UUID;"
BP17:01547,BP17,1547,"  revoked_at?: ISO8601; is_active: boolean;"
BP17:01548,BP17,1548,}
BP17:01549,BP17,1549,export interface PairingRequest {
BP17:01550,BP17,1550,"  id: UUID; tenant_id: UUID; sender_id: string; platform: Platform;"
BP17:01551,BP17,1551,"  pairing_code: string; status: PairingStatus;"
BP17:01552,BP17,1552,"  attempt_count: number; expires_at: ISO8601;"
BP17:01553,BP17,1553,"  resolved_at?: ISO8601; resolved_by?: UUID; created_at: ISO8601;"
BP17:01554,BP17,1554,}
BP17:01555,BP17,1555,export interface AgentSession {
BP17:01556,BP17,1556,"  id: UUID; tenant_id: UUID; user_id: UUID;"
BP17:01557,BP17,1557,"  channel_id: string; session_type: SessionType; status: SessionStatus;"
BP17:01558,BP17,1558,"  parent_id?: UUID; sandbox_enabled: boolean;"
BP17:01559,BP17,1559,"  metadata: Record<string,unknown>;"
BP17:01560,BP17,1560,"  started_at: ISO8601; last_active_at: ISO8601; closed_at?: ISO8601;"
BP17:01561,BP17,1561,}
BP17:01562,BP17,1562,export interface QueueLane {
BP17:01563,BP17,1563,"  id: UUID; session_id: UUID; status: LaneStatus;"
BP17:01564,BP17,1564,"  queue_mode: QueueMode; steer_context?: string;"
BP17:01565,BP17,1565,"  run_started_at?: ISO8601; updated_at: ISO8601;"
BP17:01566,BP17,1566,}
BP17:01567,BP17,1567,export interface ModelAuthProfile {
BP17:01568,BP17,1568,"  id: UUID; tenant_id: UUID; provider: Provider;"
BP17:01569,BP17,1569,"  profile_name: string; auth_type: AuthType;"
BP17:01570,BP17,1570,"  vault_secret_path: string; status: ProfileStatus;"
BP17:01571,BP17,1571,"  weight: number; max_rpm: number; current_rpm: number;"
BP17:01572,BP17,1572,"  rate_limit_resets_at?: ISO8601; last_error_at?: ISO8601;"
BP17:01573,BP17,1573,"  last_used_at?: ISO8601; created_at: ISO8601; updated_at: ISO8601;"
BP17:01574,BP17,1574,}
BP17:01575,BP17,1575,export interface SkillDefinition {
BP17:01576,BP17,1576,"  id: UUID; name: string; file_path: string; version: string;"
BP17:01577,BP17,1577,"  scope: ""per-agent"" | ""shared""; always_load: boolean;"
BP17:01578,BP17,1578,"  requires_bins: string[]; requires_env: string[]; requires_config: string[];"
BP17:01579,BP17,1579,"  token_estimate?: number; is_enabled: boolean;"
BP17:01580,BP17,1580,"  created_at: ISO8601; updated_at: ISO8601;"
BP17:01581,BP17,1581,}
BP17:01582,BP17,1582,export interface HealthCheckDefinition {
BP17:01583,BP17,1583,"  id: UUID; check_id: string; name: string;"
BP17:01584,BP17,1584,"  severity: HCSeverity; description: string;"
BP17:01585,BP17,1585,"  pass_condition: string; check_module: string; is_enabled: boolean;"
BP17:01586,BP17,1586,}
BP17:01587,BP17,1587,export interface HealthCheckResult {
BP17:01588,BP17,1588,"  id: UUID; check_id: string; result: HCResult;"
BP17:01589,BP17,1589,"  message?: string; metadata: Record<string,unknown>;"
BP17:01590,BP17,1590,"  duration_ms: number; run_id: UUID; checked_at: ISO8601;"
BP17:01591,BP17,1591,}
BP17:01592,BP17,1592,export interface DoctorRunSummary {
BP17:01593,BP17,1593,"  run_id: UUID;"
BP17:01594,BP17,1594,"  status: ""HEALTHY"" | ""DEGRADED"" | ""CRITICAL"";"
BP17:01595,BP17,1595,"  results: HealthCheckResult[];"
BP17:01596,BP17,1596,"  duration_ms: number;"
BP17:01597,BP17,1597,"  completed_at: ISO8601;"
BP17:01598,BP17,1598,}
BP17:01599,BP17,1599,// API Error shape (all endpoints)
BP17:01600,BP17,1600,export interface BrevioError {
BP17:01601,BP17,1601,"  error: string;   // machine-readable code e.g. ""DM_NOT_PAIRED"""
BP17:01602,BP17,1602,"  message: string; // human-readable description"
BP17:01603,BP17,1603,"  request_id: UUID;"
BP17:01604,BP17,1604,"  timestamp: ISO8601;"
BP17:01605,BP17,1605,}
BP17:01606,BP17,1606,SDK Client Interface
BP17:01607,BP17,1607,export interface BrevioClient {
BP17:01608,BP17,1608,"  hooks: {"
BP17:01609,BP17,1609,"    registerPlugin(req: Omit<Plugin,""id""|""created_at""|""updated_at"">): Promise<Plugin>;"
BP17:01610,BP17,1610,"    registerHook(req: Omit<HookRegistration,""id""|""created_at""|""updated_at"">): Promise<HookRegistration>;"
BP17:01611,BP17,1611,"    listRegistrations(hookPoint?: HookPoint): Promise<HookRegistration[]>;"
BP17:01612,BP17,1612,"    patchRegistration(id: UUID, patch: Partial<HookRegistration>): Promise<HookRegistration>;"
BP17:01613,BP17,1613,"  };"
BP17:01614,BP17,1614,"  dm: {"
BP17:01615,BP17,1615,"    getPolicy(): Promise<{mode: DmPolicyMode; explicit_open_ack: boolean}>;"
BP17:01616,BP17,1616,"    setPolicy(mode: DmPolicyMode, ack?: boolean): Promise<void>;"
BP17:01617,BP17,1617,"    getPendingPairings(): Promise<PairingRequest[]>;"
BP17:01618,BP17,1618,"    approvePairing(id: UUID): Promise<DmAllowlistEntry>;"
BP17:01619,BP17,1619,"    rejectPairing(id: UUID, reason?: string): Promise<void>;"
BP17:01620,BP17,1620,"    getAllowlist(): Promise<DmAllowlistEntry[]>;"
BP17:01621,BP17,1621,"    revokeAllowlistEntry(id: UUID): Promise<void>;"
BP17:01622,BP17,1622,"  };"
BP17:01623,BP17,1623,"  sessions: {"
BP17:01624,BP17,1624,"    list(): Promise<AgentSession[]>;"
BP17:01625,BP17,1625,"    getHistory(sessionId: UUID, max?: number): Promise<Turn[]>;"
BP17:01626,BP17,1626,"    send(sessionId: UUID, message: string, idempotencyKey: UUID): Promise<A2AReply>;"
BP17:01627,BP17,1627,"    spawn(config: SpawnConfig): Promise<{session_id: UUID}>;"
BP17:01628,BP17,1628,"    getSpawnResult(sessionId: UUID): Promise<SpawnResult | null>;"
BP17:01629,BP17,1629,"    getLane(sessionId: UUID): Promise<QueueLane>;"
BP17:01630,BP17,1630,"    setLaneMode(sessionId: UUID, mode: QueueMode): Promise<QueueLane>;"
BP17:01631,BP17,1631,"  };"
BP17:01632,BP17,1632,"  modelProfiles: {"
BP17:01633,BP17,1633,"    list(): Promise<ModelAuthProfile[]>;"
BP17:01634,BP17,1634,"    add(req: CreateProfileRequest): Promise<ModelAuthProfile>;"
BP17:01635,BP17,1635,"    patch(id: UUID, patch: Partial<ModelAuthProfile>): Promise<ModelAuthProfile>;"
BP17:01636,BP17,1636,"    remove(id: UUID): Promise<void>;"
BP17:01637,BP17,1637,"    test(id: UUID): Promise<{success: boolean; latency_ms: number}>;"
BP17:01638,BP17,1638,"  };"
BP17:01639,BP17,1639,"  skills: {"
BP17:01640,BP17,1640,"    list(): Promise<SkillDefinition[]>;"
BP17:01641,BP17,1641,"    evaluate(sessionId: UUID): Promise<{skill_id: UUID; result: GateResult; fail_reason?: string}[]>;"
BP17:01642,BP17,1642,"    getLoadedSkills(sessionId: UUID): Promise<SkillDefinition[]>;"
BP17:01643,BP17,1643,"    reloadSkills(sessionId: UUID): Promise<void>;"
BP17:01644,BP17,1644,"  };"
BP17:01645,BP17,1645,"  health: {"
BP17:01646,BP17,1646,"    runDoctor(): Promise<{run_id: UUID}>;"
BP17:01647,BP17,1647,"    getRunResults(runId: UUID): Promise<DoctorRunSummary>;"
BP17:01648,BP17,1648,"    getLatest(): Promise<DoctorRunSummary>;"
BP17:01649,BP17,1649,"  };"
BP17:01650,BP17,1650,}
BP17:01651,BP17,1651,Versioning Strategy
BP17:01652,BP17,1652,URL versioning: /v{major} (e.g. /v1/hooks/plugins)
BP17:01653,BP17,1653,Current version: v1
BP17:01654,BP17,1654,Version lifecycle:
BP17:01655,BP17,1655,"  CURRENT → DEPRECATED (6-month notice) → SUNSET (removed)"
BP17:01656,BP17,1656,Deprecation procedure:
BP17:01657,BP17,1657,"  1. Add Deprecation: date=""YYYY-MM-DD"" header to all deprecated endpoint responses"
BP17:01658,BP17,1658,"  2. Add Sunset: date=""YYYY-MM-DD"" header"
BP17:01659,BP17,1659,"  3. Log deprecation_warning per request in observability"
BP17:01660,BP17,1660,"  4. Notify all active API consumers via email + Slack 6 months before sunset"
BP17:01661,BP17,1661,"  5. On sunset date: return 410 Gone for deprecated version endpoints"
BP17:01662,BP17,1662,Backward Compatibility Rules
BP17:01663,BP17,1663,Contract Enforcement
BP17:01664,BP17,1664,All API responses validated against OpenAPI 3.1 schema on every request in staging.
BP17:01665,BP17,1665,Schema drift detection: oasdiff run in CI on every PR.
BP17:01666,BP17,1666,Breaking change in PR: CI gate fails with message:
BP17:01667,BP17,1667,"  ""Breaking API change detected: requires major version bump or explicit override."""
BP17:01668,BP17,1668,Override: PR must include docs/api-changes/BREAKING-{date}-{description}.md
BP17:01669,BP17,1669,"  with migration guide and consumer notification plan."
BP17:01670,BP17,1670,"The following cross-table invariants are enforced by DB triggers, application-layer checks, and integration tests. Each invariant has a unique ID, a formal statement, and the enforcement mechanism."
BP17:01671,BP17,1671,"Liveness guarantees state that each workflow will eventually terminate (reach a TERMINAL state) under any finite sequence of events, including all failure paths. The following formally states the live"
BP17:01672,BP17,1672,Hook Execution Policy — Evaluation Examples
BP17:01673,BP17,1673,"// Example 1: ALLOW — plugin enabled, registration enabled, valid hook_point"
BP17:01674,BP17,1674,input = {
BP17:01675,BP17,1675,"  ""plugin"": { ""is_enabled"": true },"
BP17:01676,BP17,1676,"  ""registration"": { ""is_enabled"": true, ""can_halt"": false },"
BP17:01677,BP17,1677,"  ""hook_point"": ""before_tool_call"""
BP17:01678,BP17,1678,}
BP17:01679,BP17,1679,"// → allow_hook_execution = true, allow_halt = false"
BP17:01680,BP17,1680,// Example 2: DENY — plugin disabled
BP17:01681,BP17,1681,input = {
BP17:01682,BP17,1682,"  ""plugin"": { ""is_enabled"": false },"
BP17:01683,BP17,1683,"  ""registration"": { ""is_enabled"": true, ""can_halt"": true },"
BP17:01684,BP17,1684,"  ""hook_point"": ""message_received"""
BP17:01685,BP17,1685,}
BP17:01686,BP17,1686,"// → allow_hook_execution = false, allow_halt = false"
BP17:01687,BP17,1687,"// Example 3: ALLOW HALT — plugin enabled, can_halt=true"
BP17:01688,BP17,1688,input = {
BP17:01689,BP17,1689,"  ""plugin"": { ""is_enabled"": true },"
BP17:01690,BP17,1690,"  ""registration"": { ""is_enabled"": true, ""can_halt"": true },"
BP17:01691,BP17,1691,"  ""hook_point"": ""session_start"""
BP17:01692,BP17,1692,}
BP17:01693,BP17,1693,"// → allow_hook_execution = true, allow_halt = true"
BP17:01694,BP17,1694,// Example 4: DENY — invalid hook_point
BP17:01695,BP17,1695,input = {
BP17:01696,BP17,1696,"  ""plugin"": { ""is_enabled"": true },"
BP17:01697,BP17,1697,"  ""registration"": { ""is_enabled"": true, ""can_halt"": false },"
BP17:01698,BP17,1698,"  ""hook_point"": ""invalid_hook_xyz"""
BP17:01699,BP17,1699,}
BP17:01700,BP17,1700,// → allow_hook_execution = false
BP17:01701,BP17,1701,DM Access Policy — Evaluation Examples
BP17:01702,BP17,1702,// Example 1: ALLOW — sender on allowlist
BP17:01703,BP17,1703,input = {
BP17:01704,BP17,1704,"  ""dm_policy"": { ""mode"": ""pairing"", ""explicit_open_ack"": false },"
BP17:01705,BP17,1705,"  ""allowlist"": ["
BP17:01706,BP17,1706,"    { ""sender_id"": ""+1234567890"", ""platform"": ""whatsapp"", ""is_active"": true }"
BP17:01707,BP17,1707,"  ],"
BP17:01708,BP17,1708,"  ""sender_id"": ""+1234567890"", ""platform"": ""whatsapp"""
BP17:01709,BP17,1709,}
BP17:01710,BP17,1710,// → allow_dm_message = true
BP17:01711,BP17,1711,"// Example 2: DENY — pairing mode, sender not on allowlist"
BP17:01712,BP17,1712,input = {
BP17:01713,BP17,1713,"  ""dm_policy"": { ""mode"": ""pairing"", ""explicit_open_ack"": false },"
BP17:01714,BP17,1714,"  ""allowlist"": [],"
BP17:01715,BP17,1715,"  ""sender_id"": ""+9876543210"", ""platform"": ""whatsapp"""
BP17:01716,BP17,1716,}
BP17:01717,BP17,1717,"// → allow_dm_message = false, deny_reason = ""sender_not_paired"""
BP17:01718,BP17,1718,// Example 3: ALLOW — open mode with explicit ack
BP17:01719,BP17,1719,input = {
BP17:01720,BP17,1720,"  ""dm_policy"": { ""mode"": ""open"", ""explicit_open_ack"": true },"
BP17:01721,BP17,1721,"  ""allowlist"": [], ""sender_id"": ""any"", ""platform"": ""whatsapp"""
BP17:01722,BP17,1722,}
BP17:01723,BP17,1723,// → allow_dm_message = true
BP17:01724,BP17,1724,"// Example 4: DENY — open mode, missing ack"
BP17:01725,BP17,1725,input = {
BP17:01726,BP17,1726,"  ""dm_policy"": { ""mode"": ""open"", ""explicit_open_ack"": false },"
BP17:01727,BP17,1727,"  ""allowlist"": [], ""sender_id"": ""any"", ""platform"": ""whatsapp"""
BP17:01728,BP17,1728,}
BP17:01729,BP17,1729,"// → allow_dm_message = false, deny_reason = ""open_mode_missing_ack"""
BP17:01730,BP17,1730,OPA Policy Regression Tests (Rego test format)
BP17:01731,BP17,1731,# rego/tests/dm_test.rego
BP17:01732,BP17,1732,package brevio.dm_test
BP17:01733,BP17,1733,import data.brevio.dm
BP17:01734,BP17,1734,test_allow_paired_sender {
BP17:01735,BP17,1735,"  dm.allow_dm_message with input as {"
BP17:01736,BP17,1736,"    ""dm_policy"": {""mode"":""pairing"",""explicit_open_ack"":false},"
BP17:01737,BP17,1737,"    ""allowlist"": [{""sender_id"":""A"",""platform"":""whatsapp"",""is_active"":true}],"
BP17:01738,BP17,1738,"    ""sender_id"":""A"",""platform"":""whatsapp"""
BP17:01739,BP17,1739,"  }"
BP17:01740,BP17,1740,}
BP17:01741,BP17,1741,test_deny_unpaired_sender {
BP17:01742,BP17,1742,"  not dm.allow_dm_message with input as {"
BP17:01743,BP17,1743,"    ""dm_policy"": {""mode"":""pairing"",""explicit_open_ack"":false},"
BP17:01744,BP17,1744,"    ""allowlist"": [], ""sender_id"":""B"",""platform"":""whatsapp"""
BP17:01745,BP17,1745,"  }"
BP17:01746,BP17,1746,"  dm.deny_reason == ""sender_not_paired"" with input as {"
BP17:01747,BP17,1747,"    ""dm_policy"": {""mode"":""pairing"",""explicit_open_ack"":false},"
BP17:01748,BP17,1748,"    ""allowlist"": [], ""sender_id"":""B"",""platform"":""whatsapp"""
BP17:01749,BP17,1749,"  }"
BP17:01750,BP17,1750,}
BP17:01751,BP17,1751,test_deny_revoked_allowlist_entry {
BP17:01752,BP17,1752,"  not dm.allow_dm_message with input as {"
BP17:01753,BP17,1753,"    ""dm_policy"": {""mode"":""pairing"",""explicit_open_ack"":false},"
BP17:01754,BP17,1754,"    ""allowlist"": [{""sender_id"":""C"",""platform"":""whatsapp"",""is_active"":false}],"
BP17:01755,BP17,1755,"    ""sender_id"":""C"",""platform"":""whatsapp"""
BP17:01756,BP17,1756,"  }"
BP17:01757,BP17,1757,}
BP17:01758,BP17,1758,# rego/tests/sandbox_test.rego
BP17:01759,BP17,1759,package brevio.sandbox_test
BP17:01760,BP17,1760,import data.brevio.sandbox
BP17:01761,BP17,1761,test_direct_session_allows_all_tools {
BP17:01762,BP17,1762,"  sandbox.allow_tool with input as {"
BP17:01763,BP17,1763,"    ""session"": {""session_type"":""direct""},"
BP17:01764,BP17,1764,"    ""tool_name"": ""browser"","
BP17:01765,BP17,1765,"    ""sandbox_config"": {""allowed_tools"":[],""denied_tools"":[]},"
BP17:01766,BP17,1766,"    ""runtime_overrides"": []"
BP17:01767,BP17,1767,"  }"
BP17:01768,BP17,1768,}
BP17:01769,BP17,1769,test_group_session_denies_browser {
BP17:01770,BP17,1770,"  not sandbox.allow_tool with input as {"
BP17:01771,BP17,1771,"    ""session"": {""session_type"":""group""},"
BP17:01772,BP17,1772,"    ""tool_name"": ""browser"","
BP17:01773,BP17,1773,"    ""sandbox_config"": {"
BP17:01774,BP17,1774,"      ""allowed_tools"":[""bash"",""process"",""read"",""write""],"
BP17:01775,BP17,1775,"      ""denied_tools"":[""browser"",""canvas"",""nodes"",""cron""]"
BP17:01776,BP17,1776,"    },"
BP17:01777,BP17,1777,"    ""runtime_overrides"": []"
BP17:01778,BP17,1778,"  }"
BP17:01779,BP17,1779,}
BP17:01780,BP17,1780,test_runtime_override_allows_denied_tool {
BP17:01781,BP17,1781,"  sandbox.allow_tool with input as {"
BP17:01782,BP17,1782,"    ""session"": {""session_type"":""group""},"
BP17:01783,BP17,1783,"    ""tool_name"": ""browser"","
BP17:01784,BP17,1784,"    ""sandbox_config"": {"
BP17:01785,BP17,1785,"      ""allowed_tools"":[""bash""],""denied_tools"":[""browser""]"
BP17:01786,BP17,1786,"    },"
BP17:01787,BP17,1787,"    ""runtime_overrides"": [{""tool_name"":""browser"",""policy"":""allow""}]"
BP17:01788,BP17,1788,"  }"
BP17:01789,BP17,1789,}
BP17:01790,BP17,1790,10.1 A2A Message Processing Prompt
BP17:01791,BP17,1791,SYSTEM:
BP17:01792,BP17,1792,You are a sub-agent in the Brevio AI assistant platform responding to an agent-to-agent
BP17:01793,BP17,1793,"(A2A) coordination request. Process the incoming request, execute any required actions,"
BP17:01794,BP17,1794,"and return a structured response. If no further coordination is needed, end your response"
BP17:01795,BP17,1795,with the exact token: REPLY_SKIP
BP17:01796,BP17,1796,USER:
BP17:01797,BP17,1797,A2A_REQUEST from session {requester_session_id}:
BP17:01798,BP17,1798,{a2a_payload_json}
BP17:01799,BP17,1799,Your context:
BP17:01800,BP17,1800,{session_context_summary}
BP17:01801,BP17,1801,"Respond with your result. If this completes the coordination, append REPLY_SKIP on the final line."
BP17:01802,BP17,1802,A2A Processing — Input Schema
BP17:01803,BP17,1803,{
BP17:01804,BP17,1804,"  ""requester_session_id"": ""uuid"","
BP17:01805,BP17,1805,"  ""a2a_payload_json"": ""string (JSON object: {task, context, expected_output_format})"","
BP17:01806,BP17,1806,"  ""session_context_summary"": ""string (max 2000 tokens)"""
BP17:01807,BP17,1807,}
BP17:01808,BP17,1808,A2A Processing — Output Verification Contract
BP17:01809,BP17,1809,Validations:
BP17:01810,BP17,1810,"  1. Response must not be empty (min 10 chars)"
BP17:01811,BP17,1811,"  2. If ending in REPLY_SKIP: trim last line must == ""REPLY_SKIP"""
BP17:01812,BP17,1812,"  3. Must not contain: raw internal identifiers (UUIDs in system format)"
BP17:01813,BP17,1813,"     (signals agent leaked internal state to user-facing output)"
BP17:01814,BP17,1814,"  4. Max length: 8000 chars. If exceeded: truncate to 8000 + "" [TRUNCATED]"""
BP17:01815,BP17,1815,On validation failure:
BP17:01816,BP17,1816,"  - Return error to requester session: { error: ""A2A_RESPONSE_INVALID"", detail: reason }"
BP17:01817,BP17,1817,"  - Do NOT retry A2A processing (idempotency key prevents dedup issues)"
BP17:01818,BP17,1818,10.2 Bootstrap Context Assembly Prompt
BP17:01819,BP17,1819,SYSTEM:
BP17:01820,BP17,1820,You are the context assembly engine for the Brevio AI assistant. Your task is to
BP17:01821,BP17,1821,synthesize a concise user context summary from the provided profile and recent history.
